"tuketim"	"ofis1"	"ofis2"	"ofis3"	"birim"
"1"	68.8015690878875	8.51264174979528	0.633507730351509	4.92170538397587	"1"
"2"	73.8017808951973	8.81789646335559	0.905564308959994	4.79208255953877	"1"
"3"	75.2380982584083	9.10052674887326	1.08860302800829	4.96341587279098	"1"
"4"	57.7362555159799	7.47269882626153	-0.11420467689279	4.19286660092872	"1"
"5"	84.8550678325911	9.87546472650323	1.78286593178704	5.50461471518044	"1"
"6"	77.37935290567	9.09944797180215	1.47133623400849	5.52427375162372	"1"
"7"	64.4858650441571	7.99533451770414	-0.264546157197665	3.70132332718767	"1"
"8"	71.4685088192263	8.74191691004497	0.87146642396574	4.71925765104111	"1"
"9"	78.0058973189528	9.22821264340104	1.28546223356186	4.96089265822025	"1"
"10"	66.25424989231	8.23382308232183	0.354355433535119	4.54726653616899	"1"
"11"	68.6300795862732	8.54827612746072	0.245291348322726	3.89007933085099	"1"
"12"	96.5808554761203	10.6159464885009	3.22887452233195	6.82067930772691	"1"
"13"	57.1313148113204	7.49475367655156	-0.555458875683761	3.28581032835366	"1"
"14"	74.6197696656795	8.91084063408183	1.14671835597776	5.25413472255068	"1"
"15"	74.459501369002	8.69658991313401	0.934538522524079	4.61475400293838	"1"
"16"	75.4077201089793	9.00528922090994	0.989695895197759	4.81055060887785	"1"
"17"	60.1029971772918	7.65072564781885	-0.0922013848922623	3.87424969753548	"1"
"18"	65.2606778095277	7.85425048749809	-0.129557433232272	3.5568968166042	"1"
"19"	68.3283937666511	8.43500705554163	0.643466938305089	4.45888411980494	"1"
"20"	84.583837230291	9.84953559101681	1.95646012029115	5.68834448612409	"1"
"21"	84.9397682991944	9.76126668585422	2.11275155828906	6.69113706128544	"1"
"22"	69.8386530601285	9.66399275017531	1.2558888800143	4.65379263572011	"2"
"23"	68.2972538893738	9.67469122558101	1.73430519497992	5.68926326606033	"2"
"24"	52.7091308736564	8.2586974684068	0.446252864411523	4.85577054700285	"2"
"25"	60.1534987242937	9.05138605322279	0.964553762477454	4.64749318417153	"2"
"26"	50.7989025136439	8.10735022265762	0.181156275241806	4.40494781090323	"2"
"27"	55.857437672171	8.65185539903659	0.795000499751845	4.781328602236	"2"
"28"	49.3022904698355	7.71556135223778	-0.178908212375928	3.54816342855045	"2"
"29"	51.1153447669479	8.29580678889693	0.316138075281049	4.63826687807444	"2"
"30"	60.1944632417097	8.74920237830131	1.06489235158622	5.57939807829007	"2"
"31"	66.3091448380636	9.57923642938191	1.82740983359414	5.84150136762993	"2"
"32"	67.1399974663045	9.27255365784428	1.76482414189776	5.48147624857878	"2"
"33"	49.3738391720705	7.92382780134461	-0.394722913869319	3.48486564413567	"2"
"34"	52.8800743948972	8.44921633750667	0.362324251093129	4.67653499867239	"2"
"35"	64.1022563772258	9.21184091228061	1.39592008331196	4.9175868116376	"2"
"36"	68.4848258804675	9.61649964007334	1.4642791082129	5.57848861200783	"2"
"37"	48.4664560429209	7.89618874962192	-0.169616127209072	4.39032891800074	"2"
"38"	53.0449460122403	8.08734950460659	0.0112069022754213	3.68407675370215	"2"
"39"	55.6906014169477	8.35270454322858	0.616769730911927	5.03138787720274	"2"
"40"	47.9792266056977	7.88333722750845	-0.393675089713938	3.40652934892229	"2"
"41"	44.8710957742925	7.61606981921554	-0.147461423232206	3.7642234302359	"2"
"42"	63.4202614843379	9.05448187731932	1.50401730876095	5.73644366771359	"2"
"43"	70.3008653311757	9.77093664281963	1.6941268755006	5.05540506137733	"2"
"44"	60.5275116113617	8.98767769285161	0.989387167113269	4.99694210783969	"2"
"45"	64.4911803515591	9.34878994081528	1.51637111504717	5.50621466124815	"2"
"46"	72.5164940992289	9.90107907232164	1.9405136328794	5.38915049966393	"2"
"47"	76.7820800873106	10.2441660537046	2.37750010305093	6.18005167400662	"2"
"48"	70.4315409461062	10.0193689238506	2.03329957268409	6.38108931950774	"2"
"49"	60.364360064493	8.75932653165611	1.01329650735289	5.25445669197708	"2"
"50"	50.4664557358299	7.76235693047721	0.102191424843962	3.95160105644846	"2"
"51"	58.7487032002855	8.92546088032591	0.520278921854987	4.04810536677809	"2"
"52"	65.8859655529725	9.59395647454625	1.35812199337192	5.35108055422392	"2"
"53"	46.6157947234165	8.02215988320911	-0.331387225137233	3.68541795698236	"3"
"54"	71.800381426371	10.2781360526264	1.95932045775954	5.78007627216215	"3"
"55"	64.6739000679634	9.66800695701951	1.36445582565337	5.2065813693083	"3"
"56"	46.1844850764221	7.98839874439795	-0.419218795012148	3.83967243579304	"3"
"57"	39.0766467099992	7.45539377900339	-1.04793905657433	2.86628970037994	"3"
"58"	50.9162176189364	8.20115037209532	0.163970187424414	4.00376829791877	"3"
"59"	51.6563194419816	8.36100997997951	0.431941059079261	4.45364115244002	"3"
"60"	46.4829810687185	8.07908668422882	0.155171804411252	4.14749782340698	"3"
"61"	61.7341618598825	9.31734610594372	0.980765003757371	4.89076295019304	"3"
"62"	67.8871974173688	9.66022942967569	1.81684640648497	5.95403521464973	"3"
"63"	65.6375473929499	9.6294370315288	1.41058635094161	5.24299478144049	"3"
"64"	75.3592062944454	10.4511797389706	2.57337397594098	6.55118903249577	"3"
"65"	67.3985651449548	9.83127221076017	1.90865929104172	5.90417871359992	"3"
"66"	67.6591009614381	9.44481919687988	2.17969746107173	6.28533980211366	"3"
"67"	62.3952184919711	9.26105797102383	1.22910693604679	5.26882229746307	"3"
"68"	73.2063546827926	10.1061303672732	1.589915180516	5.42105006127477	"3"
"69"	47.9115022992442	8.07426947765904	-0.0342285153686424	3.78336721361917	"3"
"70"	85.9956823672123	11.1427634740429	3.81503598302354	7.55267272578329	"3"
"71"	83.6658064766839	11.068082042891	3.39523795019428	7.39847530354347	"3"
"72"	61.9050852733073	9.26758739725794	0.917474918056293	5.47652735649256	"3"
"73"	41.5598162137361	7.41010383718659	-0.372999708934154	3.80107516658738	"3"
"74"	52.3999876692752	8.07707817061015	0.153463263482247	4.01713351544678	"3"
"75"	66.0319851308558	9.82318670155027	1.62142599309946	5.79831870721767	"3"
"76"	32.5018698338978	6.78486015622219	-1.61451138365064	2.61491686784726	"3"
"77"	55.7325160128779	8.66922826172345	0.986020896111319	5.29859074414509	"3"
"78"	64.880575486991	9.61209301914552	1.90726568175661	6.05789534657476	"3"
"79"	72.565234283697	10.0455216555502	2.2485781187394	5.93748581389797	"3"
"80"	58.6488644044624	9.12030569538801	1.28739285667871	5.01428050482879	"3"
"81"	44.6385180011988	7.66001803229681	-0.15919939887197	4.31213882639701	"3"
"82"	50.4607604900959	8.286145562686	0.691238750258407	4.62602737466455	"3"
"83"	65.8639121124382	9.69262086772978	1.87649790062626	5.49260924916131	"3"
"84"	65.5008976839202	9.65586365928579	1.72184190351607	6.0785234065357	"3"
"85"	61.0980548139567	9.09036372072706	1.6502507245461	5.53616992854868	"3"
"86"	51.6085273850506	8.59931520447416	0.443941323293627	4.85934231859452	"3"
